order_id,customer_id,order_date,region,product_id,product_category,quantity,price,total_amount
ORD102525,CUST2979,2022-01-19,East,PROD827,Clothing,2,1742,3484
ORD102526,CUST7978,2024-02-20,East,PROD628,Books,4,679,2716
ORD102527,CUST4747,2024-06-21,North,PROD175,Books,3,1763,5289
ORD102528,CUST9483,2024-09-18,West,PROD862,Sports,4,1416,5664
ORD102529,CUST6338,2023-02-24,South,PROD943,Electronics,2,393,786
ORD102530,CUST4266,2023-02-11,South,PROD880,Sports,2,1731,3462
ORD102531,CUST1630,2024-02-11,East,PROD622,Home Essentials,1,494,494
ORD102532,CUST7701,2024-07-05,West,PROD625,Sports,5,612,3060
ORD102533,CUST4840,2024-03-13,North,PROD925,Home Essentials,4,1020,4080
ORD102534,CUST7652,2022-08-27,East,PROD593,Electronics,1,909,909
ORD102535,CUST2878,2023-11-12,West,PROD458,Books,5,1303,6515
ORD102536,CUST1820,2022-12-27,West,PROD501,Sports,4,1019,4076
ORD102537,CUST5072,2022-01-27,North,PROD641,Clothing,3,792,2376
ORD102538,CUST9898,2024-09-17,West,PROD848,Books,4,334,1336
ORD102539,CUST1037,2024-06-11,West,PROD448,Books,2,1051,2102
ORD102540,CUST9827,2024-11-16,West,PROD301,Books,2,1954,3908
ORD102541,CUST8886,2022-01-11,South,PROD531,Books,3,1460,4380
ORD102542,CUST8645,2023-04-18,East,PROD774,Clothing,1,1131,1131
ORD102543,CUST6250,2024-08-15,North,PROD881,Books,5,1566,7830
ORD102544,CUST9553,2023-12-22,South,PROD184,Electronics,4,638,2552
ORD102545,CUST1179,2023-01-04,West,PROD388,Home Essentials,2,919,1838
ORD102546,CUST3287,2022-02-19,West,PROD841,Books,1,1781,1781
ORD102547,CUST9648,2022-04-17,West,PROD708,Clothing,3,1214,3642
ORD102548,CUST7985,2022-04-13,West,PROD264,Home Essentials,2,1977,3954
ORD102549,CUST5096,2023-11-03,South,PROD107,Sports,3,371,1113
ORD102550,CUST2775,2023-12-11,South,PROD276,Electronics,4,1957,7828
ORD102551,CUST3434,2023-09-28,South,PROD229,Books,5,1128,5640
ORD102552,CUST7890,2022-05-15,West,PROD328,Clothing,2,1717,3434
ORD102553,CUST5319,2022-02-16,South,PROD498,Clothing,2,1342,2684
ORD102554,CUST8202,2024-02-12,South,PROD496,Books,4,1241,4964
ORD102555,CUST5962,2022-08-04,South,PROD629,Clothing,1,692,692
ORD102556,CUST4247,2023-07-23,West,PROD359,Home Essentials,5,1075,5375
ORD102557,CUST6548,2023-06-13,West,PROD319,Electronics,2,1705,3410
ORD102558,CUST9771,2022-11-26,West,PROD589,Home Essentials,5,214,1070
ORD102559,CUST3934,2023-12-19,West,PROD430,Sports,2,362,724
ORD102560,CUST9878,2022-05-31,East,PROD726,Home Essentials,5,1429,7145
ORD102561,CUST1708,2024-06-28,South,PROD181,Electronics,3,1777,5331
ORD102562,CUST1214,2023-09-03,East,PROD111,Home Essentials,2,1545,3090
ORD102563,CUST4930,2023-06-06,South,PROD540,Clothing,5,306,1530
ORD102564,CUST1761,2023-01-31,West,PROD950,Home Essentials,1,1746,1746
ORD102565,CUST5315,2023-10-08,North,PROD608,Home Essentials,3,402,1206
ORD102566,CUST9079,2024-12-12,North,PROD872,Sports,3,211,633
ORD102567,CUST1000,2022-03-10,South,PROD717,Books,1,1540,1540
ORD102568,CUST4770,2023-03-29,West,PROD176,Electronics,5,1678,8390
ORD102569,CUST6627,2024-08-11,East,PROD351,Books,4,1982,7928
ORD102570,CUST3267,2022-07-04,North,PROD655,Sports,1,1408,1408
ORD102571,CUST9360,2022-11-25,East,PROD535,Electronics,5,1763,8815
ORD102572,CUST2284,2024-10-14,North,PROD188,Books,1,284,284
ORD102573,CUST1284,2024-09-01,West,PROD125,Books,1,1864,1864
ORD102574,CUST6892,2022-03-12,South,PROD972,Home Essentials,2,1000,2000
ORD102575,CUST1884,2023-05-07,North,PROD331,Clothing,5,320,1600
ORD102576,CUST1223,2023-08-12,North,PROD346,Clothing,4,1987,7948
ORD102577,CUST3377,2023-01-14,North,PROD896,Books,2,1567,3134
ORD102578,CUST2934,2024-07-14,East,PROD599,Electronics,1,1240,1240
ORD102579,CUST1949,2023-05-31,West,PROD503,Books,1,1193,1193
ORD102580,CUST6081,2023-01-23,South,PROD550,Books,1,997,997
ORD102581,CUST7340,2022-05-03,North,PROD327,Clothing,5,1193,5965
ORD102582,CUST9633,2024-07-13,West,PROD417,Home Essentials,5,721,3605
ORD102583,CUST7914,2022-11-08,South,PROD111,Books,2,526,1052
ORD102584,CUST7231,2023-11-03,South,PROD403,Home Essentials,4,743,2972
ORD102585,CUST1822,2024-08-08,East,PROD617,Books,2,667,1334
ORD102586,CUST2200,2022-01-04,East,PROD463,Sports,3,542,1626
ORD102587,CUST9331,2022-09-11,East,PROD230,Home Essentials,1,700,700
ORD102588,CUST9290,2024-04-18,North,PROD747,Books,1,1260,1260
ORD102589,CUST3164,2023-08-06,West,PROD636,Home Essentials,1,603,603
ORD102590,CUST8702,2022-12-04,East,PROD412,Books,2,230,460
ORD102591,CUST3669,2023-01-28,North,PROD197,Clothing,2,317,634
ORD102592,CUST8271,2023-12-27,East,PROD974,Sports,1,787,787
ORD102593,CUST8342,2024-11-04,East,PROD922,Books,2,270,540
ORD102594,CUST8089,2024-05-02,South,PROD343,Home Essentials,5,1598,7990
ORD102595,CUST7225,2022-06-13,North,PROD404,Books,5,711,3555
ORD102596,CUST1062,2022-07-20,South,PROD774,Electronics,2,1091,2182
ORD102597,CUST9699,2022-11-02,North,PROD376,Home Essentials,1,1252,1252
ORD102598,CUST8848,2022-11-06,West,PROD643,Clothing,2,156,312
ORD102599,CUST9747,2024-03-20,South,PROD428,Sports,2,1304,2608
ORD102600,CUST2865,2024-08-27,South,PROD146,Electronics,2,345,690
ORD102601,CUST2415,2022-09-04,South,PROD759,Clothing,3,243,729
ORD102602,CUST1313,2022-01-15,South,PROD171,Sports,5,1174,5870
ORD102603,CUST8079,2024-01-09,West,PROD326,Books,4,467,1868
ORD102604,CUST2234,2023-05-24,East,PROD923,Books,4,1582,6328
ORD102605,CUST4462,2022-07-12,North,PROD683,Home Essentials,3,317,951
ORD102606,CUST9945,2023-11-20,North,PROD254,Books,2,715,1430
ORD102607,CUST9107,2023-01-24,East,PROD145,Books,3,1690,5070
ORD102608,CUST4226,2022-04-07,East,PROD261,Home Essentials,3,1380,4140
ORD102609,CUST2805,2024-11-12,North,PROD420,Sports,1,1981,1981
ORD102610,CUST4679,2022-06-08,North,PROD718,Electronics,5,1279,6395
ORD102611,CUST8529,2023-09-14,East,PROD348,Home Essentials,4,1688,6752
ORD102612,CUST1906,2023-05-07,South,PROD820,Sports,2,541,1082
ORD102613,CUST9267,2023-02-21,East,PROD106,Clothing,4,940,3760
ORD102614,CUST5824,2023-06-30,South,PROD465,Sports,4,1055,4220
ORD102615,CUST3752,2024-08-10,South,PROD669,Books,5,798,3990
ORD102616,CUST8410,2022-12-01,West,PROD764,Home Essentials,4,975,3900
ORD102617,CUST3815,2024-01-04,South,PROD795,Clothing,4,1785,7140
ORD102618,CUST7218,2022-02-28,South,PROD510,Home Essentials,3,875,2625
ORD102619,CUST8433,2024-07-23,South,PROD745,Clothing,5,861,4305
ORD102620,CUST8671,2022-04-16,East,PROD321,Clothing,1,1044,1044
ORD102621,CUST7863,2024-12-29,South,PROD500,Clothing,2,1933,3866
ORD102622,CUST8469,2024-07-03,North,PROD309,Books,4,1022,4088
ORD102623,CUST3240,2024-09-11,South,PROD152,Home Essentials,2,1034,2068
ORD102624,CUST8398,2024-09-05,East,PROD789,Electronics,1,1846,1846
ORD102625,CUST4660,2023-08-19,North,PROD589,Electronics,2,124,248
ORD102626,CUST1206,2024-09-15,East,PROD530,Books,1,905,905
ORD102627,CUST9167,2024-01-01,South,PROD195,Home Essentials,3,1976,5928
ORD102628,CUST6543,2023-05-25,East,PROD618,Electronics,4,1787,7148
ORD102629,CUST2959,2023-06-10,South,PROD636,Sports,1,1659,1659
ORD102630,CUST9602,2024-12-21,East,PROD585,Electronics,2,863,1726
ORD102631,CUST7916,2024-01-12,North,PROD717,Books,4,1183,4732
ORD102632,CUST6070,2024-04-29,West,PROD617,Electronics,3,1590,4770
ORD102633,CUST1493,2023-04-06,South,PROD802,Clothing,4,533,2132
ORD102634,CUST8191,2024-12-31,North,PROD993,Electronics,1,978,978
ORD102635,CUST6373,2023-06-02,South,PROD793,Sports,3,1189,3567
ORD102636,CUST1629,2022-07-15,West,PROD388,Books,2,1009,2018
ORD102637,CUST9525,2023-03-18,North,PROD605,Sports,3,664,1992
ORD102638,CUST6197,2022-03-22,North,PROD468,Clothing,3,205,615
ORD102639,CUST5898,2022-01-06,North,PROD960,Books,5,195,975
ORD102640,CUST1372,2024-07-11,North,PROD189,Home Essentials,3,1811,5433
ORD102641,CUST7088,2023-06-05,North,PROD438,Sports,3,1674,5022
ORD102642,CUST2379,2022-12-17,South,PROD334,Sports,4,267,1068
ORD102643,CUST4255,2023-04-09,East,PROD234,Clothing,2,141,282
ORD102644,CUST9470,2022-06-06,West,PROD408,Electronics,4,203,812
ORD102645,CUST7472,2022-04-14,West,PROD147,Sports,4,1968,7872
ORD102646,CUST9697,2024-01-29,South,PROD640,Sports,1,1327,1327
ORD102647,CUST6980,2022-10-21,South,PROD578,Home Essentials,4,619,2476
ORD102648,CUST5265,2022-11-12,North,PROD186,Home Essentials,5,381,1905
ORD102649,CUST1132,2024-02-20,South,PROD219,Home Essentials,5,1166,5830
ORD102650,CUST3602,2023-05-08,West,PROD234,Clothing,1,1046,1046
ORD102651,CUST4113,2024-11-09,North,PROD399,Home Essentials,2,1233,2466
ORD102652,CUST2862,2024-04-18,North,PROD794,Clothing,2,1333,2666
ORD102653,CUST5933,2022-09-27,West,PROD242,Books,4,848,3392
ORD102654,CUST9325,2023-08-22,East,PROD835,Sports,4,1991,7964
ORD102655,CUST3492,2024-10-17,West,PROD159,Sports,4,930,3720
ORD102656,CUST3376,2024-10-23,South,PROD701,Clothing,2,148,296
ORD102657,CUST7149,2022-03-04,North,PROD636,Electronics,3,214,642
ORD102658,CUST3738,2024-04-05,West,PROD878,Electronics,5,1278,6390
ORD102659,CUST2617,2023-03-07,West,PROD353,Electronics,3,1772,5316
ORD102660,CUST7620,2023-01-09,South,PROD201,Clothing,3,602,1806
ORD102661,CUST9930,2023-01-21,West,PROD966,Electronics,2,1802,3604
ORD102662,CUST2688,2023-02-02,West,PROD289,Sports,3,1956,5868
ORD102663,CUST7708,2022-07-21,North,PROD296,Clothing,1,1834,1834
ORD102664,CUST6619,2023-02-23,South,PROD240,Sports,4,1085,4340
ORD102665,CUST2390,2022-08-23,North,PROD126,Books,1,170,170
ORD102666,CUST4293,2024-09-03,North,PROD185,Clothing,5,1111,5555
ORD102667,CUST9731,2022-04-23,North,PROD405,Books,4,1642,6568
ORD102668,CUST3818,2024-02-06,West,PROD560,Home Essentials,3,1835,5505
ORD102669,CUST1120,2024-12-27,West,PROD114,Sports,5,1459,7295
ORD102670,CUST4309,2022-11-29,East,PROD334,Home Essentials,4,166,664
ORD102671,CUST8578,2023-03-17,West,PROD759,Sports,3,1616,4848
ORD102672,CUST9621,2023-07-24,East,PROD675,Clothing,1,1773,1773
ORD102673,CUST1799,2022-04-22,South,PROD261,Home Essentials,4,1877,7508
ORD102674,CUST1134,2024-11-01,South,PROD403,Books,3,1066,3198
ORD102675,CUST8385,2022-12-12,East,PROD879,Electronics,1,1336,1336
ORD102676,CUST3945,2022-12-23,East,PROD530,Home Essentials,5,280,1400
ORD102677,CUST9519,2022-09-17,West,PROD941,Books,5,1889,9445
ORD102678,CUST4660,2024-05-09,East,PROD764,Sports,5,712,3560
ORD102679,CUST6568,2023-05-01,West,PROD659,Home Essentials,5,1986,9930
ORD102680,CUST5349,2022-02-10,West,PROD742,Books,2,1722,3444
ORD102681,CUST1300,2022-06-19,East,PROD126,Electronics,4,796,3184
ORD102682,CUST1031,2022-09-09,West,PROD767,Electronics,4,702,2808
ORD102683,CUST6184,2023-06-16,North,PROD235,Clothing,2,347,694
ORD102684,CUST5450,2023-04-29,East,PROD721,Books,3,1337,4011
ORD102685,CUST5309,2022-09-29,South,PROD940,Books,3,458,1374
ORD102686,CUST2101,2022-02-24,East,PROD453,Home Essentials,5,348,1740
ORD102687,CUST9232,2022-09-17,North,PROD215,Electronics,1,737,737
ORD102688,CUST7988,2023-08-27,South,PROD569,Books,3,1049,3147
ORD102689,CUST5622,2022-07-20,West,PROD679,Home Essentials,1,1639,1639
ORD102690,CUST5310,2022-04-13,East,PROD731,Sports,4,1211,4844
ORD102691,CUST7044,2024-08-09,South,PROD741,Home Essentials,1,762,762
ORD102692,CUST4366,2023-01-17,South,PROD734,Clothing,4,275,1100
ORD102693,CUST6508,2023-08-07,South,PROD466,Books,2,822,1644
ORD102694,CUST1072,2023-11-02,East,PROD411,Clothing,2,525,1050
ORD102695,CUST8020,2022-02-04,West,PROD115,Books,5,1894,9470
ORD102696,CUST8711,2022-09-29,North,PROD332,Sports,3,1726,5178
ORD102697,CUST4812,2022-04-15,South,PROD903,Electronics,5,870,4350
ORD102698,CUST5939,2024-07-02,West,PROD875,Sports,4,802,3208
ORD102699,CUST5811,2022-08-13,North,PROD182,Sports,5,180,900
ORD102700,CUST8878,2023-07-04,South,PROD913,Sports,1,1026,1026
ORD102701,CUST5709,2024-04-17,East,PROD184,Electronics,4,237,948
ORD102702,CUST8249,2023-05-20,East,PROD507,Sports,2,1556,3112
ORD102703,CUST9818,2023-05-02,North,PROD481,Electronics,3,569,1707
ORD102704,CUST8573,2023-07-06,North,PROD994,Clothing,4,449,1796
ORD102705,CUST8026,2022-12-07,West,PROD740,Sports,4,1249,4996
ORD102706,CUST4047,2024-08-10,West,PROD843,Books,1,1991,1991
ORD102707,CUST7781,2022-05-09,North,PROD333,Home Essentials,3,1432,4296
ORD102708,CUST5549,2022-05-14,East,PROD354,Clothing,2,1978,3956
ORD102709,CUST5206,2022-12-25,West,PROD760,Sports,4,1353,5412
ORD102710,CUST7550,2023-05-10,West,PROD637,Sports,4,1583,6332
ORD102711,CUST1649,2023-11-11,East,PROD665,Sports,1,1468,1468
ORD102712,CUST4085,2022-12-30,East,PROD182,Sports,5,409,2045
ORD102713,CUST1802,2022-06-22,South,PROD574,Books,2,1143,2286
ORD102714,CUST5827,2022-08-01,South,PROD715,Books,3,1684,5052
ORD102715,CUST4122,2024-11-25,North,PROD285,Electronics,4,1101,4404
ORD102716,CUST8462,2023-03-04,West,PROD693,Sports,4,1770,7080
ORD102717,CUST1610,2023-02-05,North,PROD523,Clothing,2,1664,3328
ORD102718,CUST3877,2024-09-17,East,PROD870,Electronics,5,1683,8415
ORD102719,CUST4795,2024-11-17,West,PROD916,Books,4,1600,6400
ORD102720,CUST7246,2024-09-20,North,PROD954,Clothing,2,368,736
ORD102721,CUST6921,2023-04-08,East,PROD773,Electronics,1,1126,1126
ORD102722,CUST5790,2024-11-27,East,PROD238,Books,5,869,4345
ORD102723,CUST2215,2023-01-13,North,PROD715,Electronics,3,115,345
ORD102724,CUST6416,2022-10-11,West,PROD573,Home Essentials,4,705,2820
ORD102725,CUST2315,2024-07-26,South,PROD611,Clothing,2,1481,2962
ORD102726,CUST1897,2024-09-10,East,PROD405,Clothing,1,1769,1769
ORD102727,CUST9035,2024-02-28,East,PROD744,Home Essentials,3,912,2736
ORD102728,CUST4611,2024-04-06,South,PROD724,Books,2,1962,3924
ORD102729,CUST3635,2022-05-05,South,PROD384,Clothing,2,1256,2512
ORD102730,CUST4895,2022-08-09,West,PROD588,Sports,3,1435,4305
ORD102731,CUST2325,2024-10-28,East,PROD992,Electronics,1,581,581
ORD102732,CUST5425,2024-06-13,East,PROD661,Sports,1,994,994
ORD102733,CUST6541,2023-03-18,East,PROD386,Home Essentials,5,1667,8335
ORD102734,CUST3826,2024-03-30,North,PROD562,Sports,4,1428,5712
ORD102735,CUST3706,2024-11-30,West,PROD806,Books,3,368,1104
ORD102736,CUST1754,2024-03-30,South,PROD776,Home Essentials,3,513,1539
ORD102737,CUST5909,2024-04-21,West,PROD455,Books,3,124,372
ORD102738,CUST3017,2024-12-23,West,PROD620,Sports,1,415,415
ORD102739,CUST6383,2023-04-15,East,PROD762,Clothing,4,670,2680
ORD102740,CUST8380,2024-09-26,West,PROD806,Home Essentials,5,824,4120
ORD102741,CUST4206,2022-02-08,West,PROD895,Electronics,2,1791,3582
ORD102742,CUST2449,2022-10-02,North,PROD790,Sports,2,1107,2214
ORD102743,CUST2441,2024-04-03,North,PROD207,Electronics,3,1949,5847
ORD102744,CUST1675,2024-12-19,North,PROD982,Home Essentials,4,1399,5596
ORD102745,CUST8130,2023-11-05,South,PROD421,Books,1,488,488
ORD102746,CUST8580,2022-12-24,West,PROD277,Books,4,821,3284
ORD102747,CUST4639,2023-02-14,South,PROD344,Electronics,4,543,2172
ORD102748,CUST5689,2022-02-04,West,PROD945,Clothing,1,1098,1098
ORD102749,CUST2572,2022-03-12,South,PROD427,Sports,3,1550,4650
ORD102750,CUST9829,2024-08-13,West,PROD177,Books,4,1180,4720
ORD102751,CUST2886,2024-06-18,South,PROD475,Home Essentials,2,796,1592
ORD102752,CUST8204,2022-07-24,South,PROD885,Home Essentials,1,1070,1070
ORD102753,CUST1681,2023-03-25,East,PROD924,Electronics,5,1689,8445
ORD102754,CUST8516,2022-03-26,South,PROD378,Electronics,3,820,2460
ORD102755,CUST4855,2022-12-10,East,PROD663,Sports,1,467,467
ORD102756,CUST9769,2024-10-18,West,PROD552,Home Essentials,5,441,2205
ORD102757,CUST4410,2023-06-14,North,PROD596,Books,5,1928,9640
ORD102758,CUST6796,2022-03-31,South,PROD165,Clothing,4,1975,7900
ORD102759,CUST2614,2022-07-09,North,PROD127,Home Essentials,4,403,1612
ORD102760,CUST7355,2023-08-13,South,PROD378,Clothing,4,863,3452
ORD102761,CUST8310,2022-07-03,East,PROD783,Electronics,1,1497,1497
ORD102762,CUST9426,2022-10-27,West,PROD269,Electronics,1,915,915
ORD102763,CUST1113,2024-10-31,North,PROD761,Clothing,3,211,633
ORD102764,CUST5691,2023-01-08,East,PROD267,Sports,4,977,3908
ORD102765,CUST3253,2023-10-19,North,PROD346,Books,5,1129,5645
ORD102766,CUST4321,2022-09-13,South,PROD128,Home Essentials,2,1029,2058
ORD102767,CUST9803,2024-05-21,East,PROD564,Home Essentials,3,802,2406
ORD102768,CUST6085,2023-03-21,West,PROD191,Sports,1,945,945
ORD102769,CUST5664,2023-07-30,South,PROD800,Home Essentials,3,1043,3129
ORD102770,CUST3558,2023-10-17,South,PROD101,Sports,3,378,1134
ORD102771,CUST6202,2024-11-27,North,PROD274,Clothing,3,481,1443
ORD102772,CUST2227,2022-02-22,West,PROD297,Electronics,3,1975,5925
ORD102773,CUST6020,2024-05-22,East,PROD891,Home Essentials,2,112,224
ORD102774,CUST4867,2024-06-28,North,PROD878,Books,4,402,1608
ORD102775,CUST5919,2023-06-27,South,PROD737,Clothing,5,1679,8395
ORD102776,CUST9545,2022-06-18,East,PROD935,Home Essentials,3,1740,5220
ORD102777,CUST2614,2024-12-12,North,PROD465,Home Essentials,3,259,777
ORD102778,CUST1137,2024-04-08,East,PROD943,Sports,3,253,759
ORD102779,CUST9566,2022-04-06,North,PROD859,Clothing,4,853,3412
ORD102780,CUST9307,2024-04-29,North,PROD778,Clothing,1,280,280
ORD102781,CUST8327,2024-09-30,North,PROD494,Home Essentials,1,1649,1649
ORD102782,CUST9549,2023-04-02,South,PROD629,Books,2,1303,2606
ORD102783,CUST2389,2022-05-04,West,PROD420,Sports,1,476,476
ORD102784,CUST5121,2024-01-14,South,PROD503,Sports,3,1927,5781
ORD102785,CUST4917,2022-04-16,South,PROD456,Sports,3,875,2625
ORD102786,CUST9529,2023-12-11,North,PROD753,Home Essentials,3,1291,3873
ORD102787,CUST8919,2022-07-14,West,PROD444,Electronics,2,1337,2674
ORD102788,CUST4182,2023-05-25,East,PROD343,Home Essentials,3,1273,3819
ORD102789,CUST2348,2024-05-20,East,PROD101,Home Essentials,1,115,115
ORD102790,CUST1513,2022-04-23,South,PROD229,Sports,4,1214,4856
ORD102791,CUST6814,2023-08-20,East,PROD920,Sports,4,1243,4972
ORD102792,CUST2025,2024-05-31,West,PROD781,Books,5,352,1760
ORD102793,CUST1579,2023-12-18,West,PROD934,Books,1,1183,1183
ORD102794,CUST7731,2022-05-31,West,PROD124,Clothing,3,1389,4167
ORD102795,CUST3141,2024-12-16,East,PROD577,Sports,4,1532,6128
ORD102796,CUST4305,2022-02-06,South,PROD710,Sports,1,130,130
ORD102797,CUST8662,2023-09-26,East,PROD242,Electronics,4,1144,4576
ORD102798,CUST4622,2023-10-07,South,PROD640,Sports,3,830,2490
ORD102799,CUST9749,2022-12-31,South,PROD522,Electronics,4,1716,6864
ORD102800,CUST2387,2022-12-24,East,PROD597,Home Essentials,5,388,1940
ORD102801,CUST2186,2023-05-12,West,PROD690,Electronics,5,1666,8330
ORD102802,CUST7397,2024-06-03,East,PROD567,Electronics,4,597,2388
ORD102803,CUST8503,2024-04-09,West,PROD571,Electronics,1,1869,1869
ORD102804,CUST5172,2024-03-03,North,PROD473,Sports,1,1597,1597
ORD102805,CUST3249,2022-07-21,East,PROD544,Sports,1,1528,1528
ORD102806,CUST8955,2022-11-07,East,PROD849,Electronics,4,647,2588
ORD102807,CUST2618,2022-03-04,West,PROD441,Sports,1,1060,1060
ORD102808,CUST2700,2022-03-02,East,PROD914,Sports,3,231,693
ORD102809,CUST9124,2024-02-23,East,PROD875,Clothing,5,1447,7235
ORD102810,CUST5223,2023-10-25,East,PROD215,Sports,3,957,2871
ORD102811,CUST2218,2022-12-18,East,PROD256,Home Essentials,1,1255,1255
ORD102812,CUST9068,2024-05-20,East,PROD690,Books,3,620,1860
ORD102813,CUST3404,2022-06-21,North,PROD262,Books,1,129,129
ORD102814,CUST7508,2023-07-31,North,PROD475,Clothing,4,726,2904
ORD102815,CUST9990,2022-07-02,West,PROD326,Home Essentials,3,1424,4272
ORD102816,CUST3862,2022-06-23,South,PROD963,Clothing,4,103,412
ORD102817,CUST6927,2023-02-24,West,PROD823,Clothing,4,1448,5792
ORD102818,CUST7601,2022-07-08,East,PROD179,Clothing,2,608,1216
ORD102819,CUST1499,2022-08-30,South,PROD292,Clothing,1,1360,1360
ORD102820,CUST6456,2022-09-12,North,PROD101,Books,5,1658,8290
ORD102821,CUST6185,2024-01-27,East,PROD483,Home Essentials,1,115,115
ORD102822,CUST8197,2024-07-10,South,PROD473,Sports,5,1657,8285
ORD102823,CUST5849,2022-04-02,North,PROD906,Home Essentials,1,1096,1096
ORD102824,CUST8030,2024-07-03,South,PROD831,Books,4,1707,6828
ORD102825,CUST7002,2022-10-21,South,PROD784,Clothing,3,1939,5817
ORD102826,CUST8685,2023-05-03,West,PROD393,Home Essentials,3,1569,4707
ORD102827,CUST5544,2022-10-24,North,PROD559,Sports,2,1626,3252
ORD102828,CUST3118,2022-05-27,South,PROD845,Books,5,1055,5275
ORD102829,CUST6986,2022-01-24,West,PROD780,Clothing,5,1353,6765
ORD102830,CUST3015,2022-10-01,South,PROD199,Books,5,1230,6150
ORD102831,CUST4587,2022-10-07,East,PROD357,Electronics,4,1843,7372
ORD102832,CUST8667,2024-02-19,East,PROD560,Clothing,5,1512,7560
ORD102833,CUST2972,2023-12-11,East,PROD436,Books,3,1843,5529
ORD102834,CUST5096,2023-11-01,North,PROD400,Electronics,4,362,1448
ORD102835,CUST8307,2023-05-23,North,PROD549,Electronics,1,1686,1686
ORD102836,CUST8808,2023-09-12,South,PROD850,Home Essentials,5,1188,5940
ORD102837,CUST2079,2022-08-24,South,PROD250,Electronics,5,364,1820
ORD102838,CUST5423,2023-12-02,East,PROD369,Electronics,1,1461,1461
ORD102839,CUST3528,2024-11-12,West,PROD975,Books,5,1424,7120
ORD102840,CUST9866,2023-02-01,North,PROD503,Electronics,1,477,477
ORD102841,CUST6819,2023-04-21,South,PROD486,Sports,4,1298,5192
ORD102842,CUST4813,2022-10-11,East,PROD311,Sports,3,1062,3186
ORD102843,CUST5778,2022-06-22,East,PROD414,Home Essentials,1,1275,1275
ORD102844,CUST9198,2024-11-16,South,PROD769,Sports,2,575,1150
ORD102845,CUST6192,2024-08-20,South,PROD235,Electronics,1,1389,1389
ORD102846,CUST4914,2024-05-14,North,PROD306,Clothing,5,428,2140
ORD102847,CUST3218,2024-10-04,West,PROD228,Electronics,4,1939,7756
ORD102848,CUST7412,2023-08-26,West,PROD562,Sports,4,1286,5144
ORD102849,CUST8543,2022-10-31,West,PROD865,Home Essentials,1,537,537
ORD102850,CUST7149,2022-04-19,North,PROD166,Books,3,1466,4398
ORD102851,CUST7612,2024-09-02,North,PROD998,Home Essentials,2,1490,2980
ORD102852,CUST4909,2024-08-23,East,PROD429,Home Essentials,4,1588,6352
ORD102853,CUST3709,2023-11-29,North,PROD766,Electronics,5,1873,9365
ORD102854,CUST6003,2024-10-16,West,PROD226,Sports,5,1322,6610
ORD102855,CUST1709,2022-05-26,East,PROD243,Books,3,1623,4869
ORD102856,CUST6119,2024-02-26,North,PROD961,Clothing,4,115,460
ORD102857,CUST4355,2023-04-09,East,PROD470,Clothing,1,1944,1944
ORD102858,CUST6402,2024-08-06,North,PROD324,Electronics,5,1419,7095
ORD102859,CUST5576,2022-06-09,East,PROD955,Clothing,3,967,2901
ORD102860,CUST2442,2022-09-27,North,PROD964,Sports,4,610,2440
ORD102861,CUST2425,2023-07-25,East,PROD872,Books,4,1911,7644
ORD102862,CUST5532,2023-08-07,East,PROD521,Books,4,1083,4332
ORD102863,CUST2544,2023-07-05,East,PROD213,Books,4,1362,5448
ORD102864,CUST6250,2022-09-21,West,PROD865,Sports,4,680,2720
ORD102865,CUST9135,2023-07-14,South,PROD564,Clothing,5,1424,7120
ORD102866,CUST7516,2022-11-23,East,PROD384,Books,3,105,315
ORD102867,CUST6288,2023-06-19,West,PROD945,Home Essentials,4,1343,5372
ORD102868,CUST3953,2024-09-09,South,PROD695,Home Essentials,2,1118,2236
ORD102869,CUST8060,2024-05-18,South,PROD109,Books,2,1889,3778
ORD102870,CUST3074,2022-09-30,West,PROD206,Books,3,1576,4728
ORD102871,CUST1921,2023-02-15,South,PROD982,Sports,1,1556,1556
ORD102872,CUST1800,2024-02-21,North,PROD916,Sports,1,906,906
ORD102873,CUST4413,2024-04-20,North,PROD745,Books,1,1993,1993
ORD102874,CUST3522,2022-07-25,North,PROD326,Clothing,2,1509,3018
ORD102875,CUST5720,2022-02-15,East,PROD545,Clothing,1,718,718
ORD102876,CUST9715,2022-06-12,North,PROD533,Sports,5,1418,7090
ORD102877,CUST8143,2024-02-16,South,PROD280,Books,4,1241,4964
ORD102878,CUST1025,2024-01-29,North,PROD667,Clothing,2,504,1008
ORD102879,CUST5735,2024-04-24,East,PROD494,Home Essentials,3,1803,5409
ORD102880,CUST5597,2024-02-29,West,PROD716,Home Essentials,3,1096,3288
ORD102881,CUST6875,2024-06-26,West,PROD998,Books,4,1886,7544
ORD102882,CUST5161,2022-06-15,West,PROD720,Home Essentials,2,693,1386
ORD102883,CUST6428,2022-10-12,West,PROD563,Electronics,1,665,665
ORD102884,CUST7274,2022-07-08,South,PROD594,Electronics,1,851,851
ORD102885,CUST6114,2022-12-18,East,PROD211,Clothing,5,111,555
ORD102886,CUST3039,2022-10-04,South,PROD692,Clothing,5,1332,6660
ORD102887,CUST5687,2023-07-14,South,PROD656,Home Essentials,1,264,264
ORD102888,CUST6009,2024-02-04,East,PROD468,Books,3,977,2931
ORD102889,CUST4494,2022-04-10,West,PROD891,Books,3,1417,4251
ORD102890,CUST2939,2024-11-25,West,PROD833,Clothing,5,1642,8210
